#######################################;;;;;;;;;;;;;;;x
# 风趣事件;;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;;x
rehe4;古北口的黎明;;;;;;;;;;;;;;x
rehe4desc;黎明的光线仿佛定格在远处的晨昏线，初春的北国还未解冻的冻土被炮声震出裂纹。王德成蜷在壕沟里，手指已经僵硬到无法再摸清枪机的位置。“守住外围阵地”是他接到的最后一条命令，他们已经不知道打退了敌军多少次进攻，每当炮弹落下，飞机呼啸飞过，坦克向阵地猛烈冲击，身边的战友便如同被狂风拔起的高粱，成片成片地倒下。\n补给断了三天，全团也只剩下不到三十个人，援军却仍不见踪影。黄昏时，王德成趴在战壕的泥水中，掏出了他放在帽子夹层里的那张全家福，他想起家在嘉兴的父母，还有他正在上海读大学的弟弟......恍惚间，又是一颗颗炮弹在身边炸响，王德成本能地将手扣上扳机，可这次，一颗流弹贯穿了他的头颅。\n硝烟散尽后，只剩下一张沾血的照片无声诉说着那破碎的家国。;;;;;;;;;;;;;;x
rehename3;青山有幸埋忠骨;;;;;;;;;;;;;;x
rehe5;迁安的母亲;;;;;;;;;;;;;;x
rehe5desc;炮声退去的第二天，李秀兰背着一个瘦小的孩子，随着和他们一样的难民，沿着被轰炸过的铁路走。一路上，村子空了，田野烧焦。她用布包着孩子的脚，脚下全是各种碎片和弹片。有一处被炸毁的车站，挂着日文告示，说“此地归满洲国警备”。\n在快走到关卡时，她遇到一支退下来的国军部队。军官很年轻，衣服脏得像泥，年轻军官看了她一眼，递过半块馍。她接过时，孩子已经昏睡在怀中。天黑时，李秀兰躲进一间破庙。夜里，炮声从远处传来，像雷，但她知道那不是雷。她下意识地用身体护着孩子进入梦乡。她梦见家门口的杏花，又梦见长城倒塌的声音......;;;;;;;;;;;;;;x
rehename4;将归何处？;;;;;;;;;;;;;;x
rehe7;一把军刀;;;;;;;;;;;;;;x
rehe7desc;凌晨密云县寒冷刺骨。刘戡伏案，冷硬的笔触下他在为自己立碑。冯玉祥已经去北平，他留下的命令是“坚守至死”。可哪怕是八十三师这样的中央军精锐，经过这些日子的血战也早已损失惨重，笔架山防线的溃败不过是朝夕之间。刘戡看了看桌上那张旧照片，那是他与部下在长城脚下合影，背景是残破的烽火台，他随即拔出桌上的那把军刀，副官符昭骞似乎意识到了他要做什么，立刻伸手去挡住了刀刃。刘戡怔住了，摇了摇头。\n夜深时，他走出指挥部。北风卷着尘土，吹过残缺的国旗。他对副官说：“日寇侵略如此，我等本应以死殉国！奈何，奈何.....”\n第二天，八十三师奉命撤往顺义，刘戡盯着远处的长城看得出神，他知道，今天之后，长城的历史使命，结束了。;;;;;;;;;;;;;;x
rehename6;独木难支大厦倾;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;;x
#_desc;;;;;;;;;;;;;;;x
#_option;;;;;;;;;;;;;;;x
